,0
529,"T 6:30 PM-8:00 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
530,"0.00 1/6/2020 4/17/2020MU 120 01 Wind Ensemble Hancock, Craig A. 5/65 Open"
531,"MTWHF 4:50 PM-6:00 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
532,"0.25 1/6/2020 4/17/2020MU 121 01 Knightliters Jazzband I Harding, Simon P. 12/25 Open"
533,"W 8:30 PM-10:00 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
534,"0.00 1/6/2020 4/17/2020MU 122 01 Symphonic Band Muntefering, Scott 35/100 Open"
535,"MWH 3:50 PM-4:40 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
536,"0.00 1/6/2020 4/17/2020MU 123 01 Chamber Music Ensemble: Clarinet Ensemble Wachmann, Eric J. 3/15 Open"
537,"0.00 1/6/2020 4/17/2020MU 123 02 Chamber Music Ensemble: Flute Choir Cawley, Dominique R. 10/17 Open"
538,"0.00 1/6/2020 4/17/2020MU 123 03 Chamber Music Ensemble: Saxophone Schumacker, Meghan 5/14 Open"
539,"0.00 1/6/2020 4/17/2020MU 123 06 Chamber Music Ensemble: Trombone Quartet Hancock, Craig A. 1/4 Open"
540,"0.00 1/6/2020 4/17/2020MU 123 07 Chamber Music Ensemble: Tuba/Euphonium Choir Scheffel, Richard 2/8 Open"
541,"0.00 1/6/2020 4/17/2020MU 123 31 Chamber Music Ensemble: Percussion Ensemble Frost, Ryan J. 0/8 Full"
542,"0.00 1/6/2020 4/17/2020MU 123 32 Chamber Music Ensemble: Woodwind Quintet Wachmann, Eric J. 4/8 Open"
543,"0.00 1/6/2020 4/17/2020MU 129 20 Inst Meth:Flute,Clarinet,Saxophone Scheffel, Richard 1/12 Open"
544,"MW 2:30 PM-3:20 PM; Wartburg College Campus, Fine Arts Center, Classroom"
545,"0.25 2/19/2020 4/17/2020MU 130 01 Wartburg-Comm Symphony Orchestra Stapleton, Samuel J. 79/100 Open"
546,"MH 7:00 PM-9:30 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
547,"0.25 1/6/2020 4/17/2020MU 132 01 Kammerstreicher Stapleton, Samuel J. 26/40 Open"
548,"M 3:50 PM-5:05 PM; Wartburg College Campus, Wartburg Chapel, CHAPEL"
549,"W 3:50 PM-5:05 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
550,"0.00 1/6/2020 4/17/2020MU 133 10 Inst Methods:Oboe, Bassoon Morton, Robert Gregory 0/8 Full"
551,"H 1:00 PM-2:30 PM; Wartburg College Campus, Fine Arts Center, OFFICE"
552,"0.25 1/6/2020 2/18/2020MU 134 10 Inst Meth:Trumpet, French Horn Vaux, James 0/12 Full"
553,"MW 2:30 PM-3:20 PM; Wartburg College Campus, Fine Arts Center, Classroom"
554,"0.25 1/6/2020 2/18/2020MU 135 20 Inst Methods:Trombone, Tuba Mackey, Bard 4/12 Open"
555,"TH 7:45 AM-8:35 AM; Wartburg College Campus, Fine Arts Center, Band Hall"
556,"0.25 2/19/2020 4/17/2020MU 136 20 Inst Methods:Mallets Frost, Ryan J. 0/10 Full"
557,"T 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
558,"0.25 2/19/2020 4/17/2020MU 137 10 Inst Methods: Drums Frost, Ryan J. 0/10 Full"
559,"T 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, Band Hall"
560,"0.25 1/6/2020 2/18/2020MU 138 10 Inst Methods:Violin, Viola Stapleton, Samuel J. 0/12 Full"
561,"T 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
562,"0.25 1/6/2020 2/18/2020MU 139 20 Inst Methods:Cello, Bass Jensen, Lauren E. 0/10 Full"
563,"W 7:00 PM-8:40 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
564,"0.25 2/19/2020 4/17/2020MU 150 01 Applied Piano Reuter, Ted A. 36/50 Open"
565,"T 2:45 PM-3:45 PM; Wartburg College Campus, Fine Arts Center, OFFICE"
566,"0.25 1/6/2020 4/17/2020MU 150 02 Applied Piano Torkelson, Suzanne K. 12/30 Open"
567,"T 2:45 PM-3:30 PM; Wartburg College Campus, Fine Arts Center, OFFICE"
568,"0.25 1/6/2020 4/17/2020MU 150 03 Applied Piano Braaten-Reuter, Laurie 44/50 Open"
569,"Wartburg College Campus, Fine Arts Center, STUDIO"
570,"0.25 1/6/2020 4/17/2020MU 150 04 Applied Piano Nickles, Rebecca L. 35/35 Open"
571,"Wartburg College Campus, Fine Arts Center, STUDIO"
572,"0.25 1/6/2020 4/17/2020MU 150 05 Applied Piano Beane, Diane L. 26/35 Open"
573,"Wartburg College Campus, Fine Arts Center, STUDIO"
574,"0.25 1/6/2020 4/17/2020MU 150 06 Applied Piano TBA, TBA TBA 15/15 Open"
575,"Wartburg College Campus, Fine Arts Center"
576,"0.25 1/6/2020 4/17/2020MU 151 01 Listening to Music Black, Karen E. 6/30 Open"
577,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
578,"1.00 1/6/2020 4/17/2020MU 153 01 Collaborative Pianism Torkelson, Suzanne K. 24/24 Open"
579,"T 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, Classroom"
580,"0.25 1/6/2020 4/17/2020MU 155 00 Piano Class Torkelson, Suzanne K. 50/50 Open"
581,"0.25 1/6/2020 4/17/2020MU 155 01 Piano Class Torkelson, Suzanne K. 1/6 Open"
582,"Wartburg College Campus, Fine Arts Center, STUDIO"
583,"0.25 1/6/2020 4/17/2020MU 155 02 Piano Class Torkelson, Suzanne K. 6/6 Open"
584,"Wartburg College Campus, Fine Arts Center, STUDIO"
585,"0.25 1/6/2020 4/17/2020MU 155 03 Piano Class Torkelson, Suzanne K. 6/6 Open"
586,"Wartburg College Campus, Fine Arts Center, STUDIO"
587,"0.25 1/6/2020 4/17/2020MU 155 04 Piano Class Torkelson, Suzanne K. 0/6 Full"
588,"Wartburg College Campus, Fine Arts Center, STUDIO"
589,"0.25 1/6/2020 4/17/2020MU 155 05 Piano Class Torkelson, Suzanne K. 1/6 Open"
590,"Wartburg College Campus, Fine Arts Center, STUDIO"
591,"0.25 1/6/2020 4/17/2020MU 155 06 Piano Class Torkelson, Suzanne K. 1/6 Open"
592,"0.25 1/6/2020 4/17/2020MU 155 07 Piano Class Torkelson, Suzanne K. 0/6 Full"
593,"0.25 1/6/2020 4/17/2020MU 155 08 Piano Class Torkelson, Suzanne K. 0/6 Full"
594,"0.25 1/6/2020 4/17/2020MU 155 09 Piano Class Torkelson, Suzanne K. 0/6 Full"
595,"0.25 1/6/2020 4/17/2020MU 155 30 Piano Class Torkelson, Suzanne K. 0/6 Full"
596,"0.25 1/6/2020 4/17/2020MU 155 31 Piano Class Torkelson, Suzanne K. 0/6 Full"
597,"0.25 1/6/2020 4/17/2020MU 155 32 Piano Class Torkelson, Suzanne K. 3/6 Open"
598,"0.25 1/6/2020 4/17/2020MU 158 01 Therapeutic Improvisation Woodward, Alpha M. 0/12 Full"
599,"T 6:30 PM-8:00 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
600,"0.25 1/6/2020 4/17/2020MU 160 01 Applied Organ Black, Karen E. 46/50 Open"
601,"Wartburg College Campus, Wartburg Chapel, CHAPEL"
602,"0.25 1/6/2020 4/17/2020MU 170 00 Applied Voice TBA, TBA TBA Pfaltzgraff, Brian J. Larson, Jennifer J. 75/75 Open"
603,"0.25 1/6/2020 4/17/2020MU 170 01 Applied Voice Pfaltzgraff, Brian J. 40/50 Open"
604,H 2:45 PM-3:30 PM; Wartburg College Campus
605,"0.25 1/6/2020 4/17/2020MU 170 02 Applied Voice Larson, Jennifer J. 35/50 Open"
606,"T 2:45 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
607,"0.25 1/6/2020 4/17/2020MU 170 03 Applied Voice Gast, Daniel J. 26/50 Open"
608,"Wartburg College Campus, Fine Arts Center, STUDIO"
609,"0.25 1/6/2020 4/17/2020MU 170 04 Applied Voice Gast, Rosemary A. 39/50 Open"
610,"Wartburg College Campus, Fine Arts Center, STUDIO"
611,"0.25 1/6/2020 4/17/2020MU 170 05 Applied Voice Larson, Scott R. 5/25 Open"
612,Wartburg College Campus
613,"0.25 1/6/2020 4/17/2020MU 170 06 Applied Voice Beane Hanson, Katherine E. 38/50 Open"
614,"Wartburg College Campus, Fine Arts Center, STUDIO"
615,"0.25 1/6/2020 4/17/2020MU 170 07 Applied Voice Pfaltzgraff, Carita D. 9/20 Open"
616,"Wartburg College Campus, Fine Arts Center, STUDIO"
617,"0.25 1/6/2020 4/17/2020MU 170 08 Applied Voice Lehmann, Mark D. 14/25 Open"
618,"Wartburg College Campus, Fine Arts Center"
619,"0.25 1/6/2020 4/17/2020MU 170 09 Applied Voice Noltner, Kelly K. 42/50 Open"
620,"0.25 1/6/2020 4/17/2020MU 177 01 Voice Methods II Larson, Scott R. 9/15 Open"
621,"H 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
622,"0.25 1/6/2020 4/17/2020MU 180 B1 Applied Euphonium Hancock, Craig A. 99/100 Open"
623,"Wartburg College Campus, Fine Arts Center, STUDIO"
624,"0.25 1/6/2020 4/17/2020MU 180 B2 Applied Brass:French Horn Harris, Charles A. 95/100 Open"
625,"Wartburg College Campus, Fine Arts Center, STUDIO"
626,"0.25 1/6/2020 4/17/2020MU 180 B3 Applied Brass:Trombone Hancock, Craig A. 95/100 Open"
627,"Wartburg College Campus, Fine Arts Center, STUDIO"
628,"0.25 1/6/2020 4/17/2020MU 180 B4 Applied Brass:Trumpet Muntefering, Scott 95/100 Open"
629,"Wartburg College Campus, Fine Arts Center, PRACTICE ROOM"
630,"0.25 1/6/2020 4/17/2020MU 180 B5 Applied Brass:Tuba Hancock, Craig A. 98/100 Open"
631,"Wartburg College Campus, Fine Arts Center, STUDIO"
632,"0.25 1/6/2020 4/17/2020MU 180 P1 Applied Percussion Frost, Ryan J. 97/100 Open"
633,"Wartburg College Campus, Fine Arts Center, OFFICE"
634,"0.25 1/6/2020 4/17/2020MU 180 W1 Applied Woodwind:Bassoon Morton, Robert Gregory 99/100 Open"
635,"Wartburg College Campus, Fine Arts Center, OFFICE"
636,"0.25 1/6/2020 4/17/2020MU 180 W2 Applied Woodwind:Clarinet Wachmann, Eric J. 96/100 Open"
637,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
638,"0.25 1/6/2020 4/17/2020MU 180 W2 L Applied Woodwind: Clarinet Lab Wachmann, Eric J. 19/25 Open"
639,"Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
640,"0.00 1/6/2020 4/17/2020MU 180 W3 Applied Woodwind: Flute Cawley, Dominique R. 39/50 Open"
641,"T 3:45 PM-4:45 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
642,"0.25 1/6/2020 4/17/2020MU 180 W4 Applied Woodwind:Oboe Morton, Robert Gregory 96/100 Open"
643,"Wartburg College Campus, Fine Arts Center, OFFICE"
644,"0.25 1/6/2020 4/17/2020MU 180 W5 Applied Woodwind:Saxophone Schumacker, Meghan 88/100 Open"
645,"Wartburg College Campus, Fine Arts Center, OFFICE"
646,"0.25 1/6/2020 4/17/2020MU 180 W6 Applied Woodwind: Shakuhachi Wachmann, Eric J. 20/20 Open"
647,"Wartburg College Campus, Fine Arts Center"
648,"0.25 1/6/2020 4/17/2020MU 180 X1 Applied Euphonium Scheffel, Richard 20/20 Open"
649,"Wartburg College Campus, Fine Arts Center"
650,"0.25 1/6/2020 4/17/2020MU 180 X2 Applied Woodwind: Clarinet Mason, Cynthia A. 10/10 Open"
651,"Wartburg College Campus, Fine Arts Center"
652,"0.25 1/6/2020 4/17/2020MU 180 X4 Applied Brass: Trumpet Vaux, James 7/10 Open"
653,"Wartburg College Campus, Fine Arts Center"
654,"0.25 1/6/2020 4/17/2020MU 180 X5 Applied Brass: Tuba Scheffel, Richard 19/20 Open"
655,"Wartburg College Campus, Fine Arts Center"
656,"0.25 1/6/2020 4/17/2020MU 180 Y3 Applied Brass:Trombone Mackey, Bard 18/20 Open"
657,"Wartburg College Campus, Fine Arts Center"
658,"0.25 1/6/2020 4/17/2020MU 181 01 Field Exp: Elem Music K-8 Toliver, Nicki L. 8/25 Open"
659,Wartburg College Campus
660,"0.00 1/6/2020 4/17/2020MU 183 01 Intro to Music Therapy Fieldwork Ashton, Barbara E. 0/12 Full"
661,"F 10:45 AM-11:50 AM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
662,"0.25 1/6/2020 4/17/2020MU 183 02 Intro to Music Therapy Fieldwork Ashton, Barbara E. 0/12 Full"
663,"W 2:30 PM-3:35 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
664,"0.25 1/6/2020 4/17/2020MU 184 01 Music Therapy Pre-Practicum Ashton, Barbara E. 0/20 Full"
665,Wartburg College Campus
666,"0.00 1/6/2020 4/17/2020MU 190 G1 Applied Guitar Sanders, Matthew L. 29/35 Open"
667,TW; Wartburg College Campus
668,"0.25 1/6/2020 4/17/2020MU 190 S1 Applied Strings:Cello Lebedeva, Liudmila V. 98/100 Open"
669,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center"
670,"0.25 1/6/2020 4/17/2020MU 190 S2 Applied Strings:Viola Stapleton, Samuel J. 97/100 Open"
671,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
672,"0.25 1/6/2020 4/17/2020MU 190 S3 Applied Strings:Violin Stapleton, Samuel J. 93/100 Open"
673,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
674,"0.25 1/6/2020 4/17/2020MU 190 S4 Applied Strings: Bass Jensen, Lauren E. 7/10 Open"
675,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center"
676,"0.25 1/6/2020 4/17/2020MU 196 01 Therapeutic Guitar Swanson, Alexander E. 1/12 Open"
677,"H 1:15 PM-2:20 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
678,"0.25 1/6/2020 4/17/2020MU 196 02 Therapeutic Guitar Swanson, Alexander E. 4/12 Open"
679,"H 2:30 PM-3:35 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
680,"0.25 1/6/2020 4/17/2020MU 196 03 Therapeutic Guitar Swanson, Alexander E. 1/12 Open"
681,"F 10:45 AM-11:50 AM; Wartburg College Campus, Fine Arts Center, Choral Room"
682,"0.25 1/6/2020 4/17/2020MU 209 01 General Music Methods:K-8 Toliver, Nicki L. 8/25 Open"
683,"TH 1:00 PM-2:40 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
684,"1.00 1/6/2020 4/17/2020MU 214 01 MT in Medical and Mental Health Ashton, Barbara E. 12/25 Open"
685,"MF 2:30 PM-3:35 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
686,"0.50 1/6/2020 4/17/2020MU 214 01 R MT in Medical and Mental Health Ashton, Barbara E. 0/1 Full"
687,"0.50 1/6/2020 4/17/2020MU 229 10 Voice Pedagogy I Larson, Jennifer J. 0/20 Full"
688,"MWF 2:30 PM-3:35 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
689,"0.50 1/6/2020 2/18/2020MU 230 20 Voice Pedagogy II Larson, Jennifer J. 12/20 Open"
690,"MWF 2:30 PM-3:35 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
691,"0.50 2/19/2020 4/17/2020MU 250 01 Applied Piano Reuter, Ted A. 26/30 Open"
692,"T 2:45 PM-3:45 PM; Wartburg College Campus, Fine Arts Center, OFFICE"
693,"0.50 1/6/2020 4/17/2020MU 250 02 Applied Piano Torkelson, Suzanne K. 6/10 Open"
694,"T 2:45 PM-3:30 PM; Wartburg College Campus, Fine Arts Center, OFFICE"
695,"0.50 1/6/2020 4/17/2020MU 252 01 Introduction to Ethnomusicology Survilla, Maria Paula 12/25 Open"
696,"M 6:30 PM-9:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
697,"1.00 1/6/2020 4/17/2020MU 260 01 Applied Organ Black, Karen E. 99/100 Open"
698,"Wartburg College Campus, Wartburg Chapel, CHAPEL"
699,"0.50 1/6/2020 4/17/2020MU 270 01 Applied Voice Pfaltzgraff, Brian J. 89/100 Open"
700,"H 2:45 PM-3:30 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
701,"0.50 1/6/2020 4/17/2020MU 270 02 Applied Voice Larson, Jennifer J. 36/50 Open"
702,"T 2:45 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
703,"0.50 1/6/2020 4/17/2020MU 270 03 Applied Voice Gast, Daniel J. 48/50 Open"
704,"Wartburg College Campus, Fine Arts Center, STUDIO"
705,"0.50 1/6/2020 4/17/2020MU 270 04 Applied Voice Gast, Rosemary A. 94/100 Open"
706,"Wartburg College Campus, Fine Arts Center, STUDIO"
707,"0.50 1/6/2020 4/17/2020MU 270 05 Applied Voice Larson, Scott R. 23/25 Open"
708,"Wartburg College Campus, Fine Arts Center"
709,"0.50 1/6/2020 4/17/2020MU 270 06 Applied Voice Beane Hanson, Katherine E. 93/100 Open"
710,"Wartburg College Campus, Fine Arts Center, STUDIO"
711,"0.50 1/6/2020 4/17/2020MU 270 07 Applied Voice Pfaltzgraff, Carita D. 6/10 Open"
712,"Wartburg College Campus, Fine Arts Center, STUDIO"
713,"0.50 1/6/2020 4/17/2020MU 270 08 Applied Voice Lehmann, Mark D. 8/10 Open"
714,"Wartburg College Campus, Fine Arts Center"
715,"0.50 1/6/2020 4/17/2020MU 270 09 Applied Voice Noltner, Kelly K. 17/20 Open"
716,"0.50 1/6/2020 4/17/2020MU 271 01 Opera Workshop Pfaltzgraff, Brian J. 40/50 Open"
717,"MTWHF 7:00 PM-9:00 PM; Wartburg College Campus, Fine Arts Center, Choral Room"
718,"0.25 1/6/2020 4/17/2020MU 280 B1 Applied Euphonium Hancock, Craig A. 100/100 Open"
719,"Wartburg College Campus, Fine Arts Center, STUDIO"
720,"0.50 1/6/2020 4/17/2020MU 280 B2 Applied Brass:French Horn Harris, Charles A. 97/100 Open"
721,"Wartburg College Campus, Fine Arts Center, STUDIO"
722,"0.50 1/6/2020 4/17/2020MU 280 B3 Applied Brass:Trombone Hancock, Craig A. 97/100 Open"
723,"Wartburg College Campus, Fine Arts Center, STUDIO"
724,"0.50 1/6/2020 4/17/2020MU 280 B4 Applied Brass:Trumpet Muntefering, Scott Vaux, James 97/100 Open"
725,"Wartburg College Campus, Fine Arts Center, PRACTICE ROOM"
726,"0.50 1/6/2020 4/17/2020MU 280 B5 Applied Brass:Tuba Hancock, Craig A. 99/100 Open"
727,"Wartburg College Campus, Fine Arts Center, STUDIO"
728,"0.50 1/6/2020 4/17/2020MU 280 P1 Applied Percussion Frost, Ryan J. 98/100 Open"
729,"Wartburg College Campus, Fine Arts Center, OFFICE"
730,"0.50 1/6/2020 4/17/2020MU 280 W1 Applied Woodwind:Bassoon Morton, Robert Gregory 98/100 Open"
731,"Wartburg College Campus, Fine Arts Center, OFFICE"
732,"0.50 1/6/2020 4/17/2020MU 280 W2 Applied Woodwind:Clarinet Wachmann, Eric J. 91/100 Open"
733,"Wartburg College Campus, Fine Arts Center, STUDIO"
734,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
735,"0.50 1/6/2020 4/17/2020MU 280 W3 Applied Woodwind:Flute Cawley, Dominique R. 93/100 Open"
736,"T 3:45 PM-4:45 PM; Wartburg College Campus, Fine Arts Center, ORCHESTRA HALL"
737,"0.50 1/6/2020 4/17/2020MU 280 W4 Applied Woodwind:Oboe Morton, Robert Gregory 100/100 Open"
738,"Wartburg College Campus, Fine Arts Center, OFFICE"
739,"0.50 1/6/2020 4/17/2020MU 280 W5 Applied Woodwind:Saxophone Schumacker, Meghan 97/100 Open"
740,"Wartburg College Campus, Fine Arts Center, OFFICE"
741,"0.50 1/6/2020 4/17/2020MU 280 X4 Applied Brass: Trumpet Vaux, James Muntefering, Scott 10/10 Open"
742,"Wartburg College Campus, Fine Arts Center"
743,"0.50 1/6/2020 4/17/2020MU 280 X5 Applied Brass: Tuba Scheffel, Richard 20/20 Open"
744,"Wartburg College Campus, Fine Arts Center"
745,"0.50 1/6/2020 4/17/2020MU 284 01 Music Therapy Practicum I Ashton, Barbara E. Woodward, Alpha M. 99/99 Open"
746,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
747,"0.00 1/6/2020 4/17/2020MU 284 02 Music Therapy Practicum I Woodward, Alpha M. Ashton, Barbara E. 20/20 Open"
748,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
749,"0.00 1/6/2020 4/17/2020MU 284 03 Music Therapy Practicum I Rewerts, Kara R. Ashton, Barbara E. Woodward, Alpha M. 19/20 Open"
750,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
751,"0.00 1/6/2020 4/17/2020MU 284 04 Music Therapy Practicum I Grimm, Megan M. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
752,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
753,"0.00 1/6/2020 4/17/2020MU 284 05 Music Therapy Practicum I Idler, Kathryn E. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
754,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
755,"0.00 1/6/2020 4/17/2020MU 284 06 Music Therapy Practicum I Cota, Mikayla A. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
756,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
757,"0.00 1/6/2020 4/17/2020MU 285 01 Music Therapy Practicum II Ashton, Barbara E. Woodward, Alpha M. 15/20 Open"
758,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
759,"0.00 1/6/2020 4/17/2020MU 285 02 Music Therapy Practicum II Woodward, Alpha M. Ashton, Barbara E. 18/20 Open"
760,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
761,"0.00 1/6/2020 4/17/2020MU 285 03 Music Therapy Practicum II Rewerts, Kara R. Ashton, Barbara E. Woodward, Alpha M. 18/20 Open"
762,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
763,"0.00 1/6/2020 4/17/2020MU 285 04 Music Therapy Practicum II Grimm, Megan M. Ashton, Barbara E. Woodward, Alpha M. 18/20 Open"
764,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
765,"0.00 1/6/2020 4/17/2020MU 285 05 Music Therapy Practicum II Idler, Kathryn E. Ashton, Barbara E. Woodward, Alpha M. 20/20 Open"
766,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
767,"0.00 1/6/2020 4/17/2020MU 285 06 Music Therapy Practicum II Cota, Mikayla A. Ashton, Barbara E. Woodward, Alpha M. 18/20 Open"
768,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
769,"0.00 1/6/2020 4/17/2020MU 285 07 Music Therapy Practicum II TBA, TBA TBA Ashton, Barbara E. Woodward, Alpha M. 16/20 Open"
770,"W 6:30 PM-7:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
771,"0.00 1/6/2020 4/17/2020MU 290 G1 Applied:Guitar Sanders, Matthew L. 47/50 Open"
772,"TW; Wartburg College Campus, Fine Arts Center, STUDIO"
773,"0.50 1/6/2020 4/17/2020MU 290 S1 Applied Strings:Cello Lebedeva, Liudmila V. 99/100 Open"
774,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center"
775,"0.50 1/6/2020 4/17/2020MU 290 S2 Applied Strings:Viola Stapleton, Samuel J. 100/100 Open"
776,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
777,"0.50 1/6/2020 4/17/2020MU 290 S3 Applied Strings:Violin Stapleton, Samuel J. 99/100 Open"
778,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
779,"0.50 1/6/2020 4/17/2020MU 290 S4 Applied Strings:Bass Jensen, Lauren E. 10/10 Open"
780,"H 2:50 PM-3:40 PM; Wartburg College Campus, Fine Arts Center"
781,"0.50 1/6/2020 4/17/2020MU 312 01 Psychology of Music Swanson, Alexander E. 3/25 Open"
782,"H 6:30 PM-9:30 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
783,"1.00 1/6/2020 4/17/2020MU 315 01 Music History I Survilla, Maria Paula 0/20 Full"
784,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
785,"1.00 1/6/2020 4/17/2020MU 315 02 Music History I Survilla, Maria Paula 2/20 Open"
786,"MWF 10:45 AM-11:50 AM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
787,"1.00 1/6/2020 4/17/2020MU 318 01 Twentieth Century Music Survilla, Maria Paula 1/25 Open"
788,"MWF 12:00 PM-1:05 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
789,"1.00 1/6/2020 4/17/2020MU 318 02 Twentieth Century Music Survilla, Maria Paula 18/25 Open"
790,"MWF 1:15 PM-2:20 PM; Wartburg College Campus, Fine Arts Center, CLASSROOM"
791,"1.00 1/6/2020 4/17/2020MU 330 01 Choral & Band Conducting & Lit Hancock, Craig A. Nelson, Lee D. 4/25 Open"
792,"MWF 9:00 AM-10:05 AM; Wartburg College Campus, Fine Arts Center, Band Hall"
793,"1.00 1/6/2020 4/17/2020MU 350 01 Applied Piano Reuter, Ted A. 29/30 Open"
794,"T 2:45 PM-3:45 PM; Wartburg College Campus, Fine Arts Center, OFFICE"
795,"1.00 1/6/2020 4/17/2020MU 360 01 Applied Organ Black, Karen E. 100/100 Open"
796,"Wartburg College Campus, Wartburg Chapel, CHAPEL"
797,"1.00 1/6/2020 4/17/2020MU 370 01 Applied Voice Pfaltzgraff, Brian J. 98/100 Open"
798,"H 2:45 PM-3:30 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
799,"1.00 1/6/2020 4/17/2020MU 370 02 Applied Voice Larson, Jennifer J. 49/50 Open"
800,"T 2:45 PM-3:40 PM; Wartburg College Campus, Fine Arts Center, STUDIO"
801,"1.00 1/6/2020 4/17/2020MU 370 03 Applied Voice Gast, Daniel J. 50/50 Open"
802,"Wartburg College Campus, Fine Arts Center, STUDIO"
803,"1.00 1/6/2020 4/17/2020MU 370 04 Applied Voice Gast, Rosemary A. 48/50 Open"
804,"Wartburg College Campus, Fine Arts Center, STUDIO"
805,"1.00 1/6/2020 4/17/2020MU 370 05 Applied Voice Larson, Scott R. 50/50 Open"
806,"Wartburg College Campus, Fine Arts Center"
807,"1.00 1/6/2020 4/17/2020MU 370 06 Applied Voice Beane Hanson, Katherine E. 100/100 Open"
808,"Wartburg College Campus, Fine Arts Center"
809,"1.00 1/6/2020 4/17/2020MU 370 07 Applied Voice Pfaltzgraff, Carita D. 9/10 Open"
810,"Wartburg College Campus, Fine Arts Center, STUDIO"
811,"1.00 1/6/2020 4/17/2020MU 370 08 Applied Voice Lehmann, Mark D. 10/10 Open"
812,"Wartburg College Campus, Fine Arts Center"
813,"1.00 1/6/2020 4/17/2020MU 370 09 Applied Voice Noltner, Kelly K. 10/10 Open"
814,Wartburg College Campus
815,"1.00 1/6/2020 4/17/2020MU 380 B1 Applied Euphonium Hancock, Craig A. 100/100 Open"
